SampleID,bare_rock,bare_sand,bedrock,boulder,cobble,Relief_0_pt1,Relief_1_2,Relief_greater2,Relief_pt1_1,sand,sediment,shell_hash,Year,Longitude,Latitude,DeepestSurvey,MeanSST,NumbNearSites,Slope,Island_Mainland,LittoralDrift,ReefAreaRevised,SiteCode,SST,SST1,SST2,ENSO,ENSO1,ENSO2,settlement1,settlement2,ref_1980,ref_10yr,ref_5yr,calval_1980,calval_5yr,ref_notrain_1980,ref_notrain_5yr
112_2011,9.444166667,20,47.2225,22.22166667,6.944166667,10.83416667,6.665,22.7775,59.72333333,23.61,0,3.610833333,2011,-119.55051,34.05032,20.4,15.62,6,4.686159,Island,0,4283236.613,112,15.336,14.466,16.014,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,Yes,Test,Test,No,Yes
112_2012,6.388333333,14.72166667,70.555,9.165833333,3.054166667,9.445,24.72,25.27916667,40.55583333,17.2225,0,3.61,2012,-119.55051,34.05032,20.4,15.62,6,4.686159,Island,0,4283236.613,112,15.762,15.336,14.466,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,Yes,Test,Test,No,Yes
113_2004,4.125833333,40.89583333,34.4675,12.0925,7.9225,36.25,0,0.139166667,63.61083333,45.515,2.9175,3.094166667,2004,-119.64183,33.9832,15.9,16.16,4,4.565442,Island,0,20439751.03,113,16.902,16.356,15.73125,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
113_2008,12.51833333,12.52833333,66.38833333,5.834166667,13.055,3.610833333,2.221666667,1.388333333,92.77916667,14.7225,0,0.2775,2008,-119.64183,33.9832,15.9,16.16,4,4.565442,Island,0,20439751.03,113,15.624,15.69,16.89,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
113_2011,17.2225,25.83333333,44.72083333,23.61166667,13.88916667,5.833333333,10.2775,2.221666667,81.66583333,17.77833333,0,0.555,2011,-119.64183,33.9832,15.9,16.16,4,4.565442,Island,0,20439751.03,113,15.552,15.006,16.104,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
113_2012,11.11083333,18.055,61.94416667,9.166666667,9.443333333,5.276666667,6.388333333,0.555833333,87.77916667,19.445,0,0.555,2012,-119.64183,33.9832,15.9,16.16,4,4.565442,Island,0,20439751.03,113,16.548,15.552,15.006,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
114_2004,10.84166667,19.725,59.16583333,12.5,14.58166667,18.33416667,0.555833333,0.2775,80.83416667,13.75,5.420833333,0.695833333,2004,-119.55903,33.99283,20.1,16.04,7,2.788854,Island,0,20439751.03,114,16.308,16.008,16.08125,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
114_2008,13.05416667,6.945,71.66583333,4.444166667,18.05416667,11.38833333,4.166666667,2.7775,81.6675,5.8325,0,1.388333333,2008,-119.55903,33.99283,20.1,16.04,7,2.788854,Island,0,20439751.03,114,15.954,15.546,16.59,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
114_2011,12.44833333,18.04833333,55.00083333,20.83333333,15.55416667,17.7775,0.2775,0,81.94416667,8.610833333,0,2.7775,2011,-119.55903,33.99283,20.1,16.04,7,2.788854,Island,0,20439751.03,114,15.636,15.3,16.146,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
114_2012,7.2225,16.94333333,61.11166667,10,18.05583333,14.445,0.2775,0,85.2775,10.83333333,0,3.055,2012,-119.55903,33.99283,20.1,16.04,7,2.788854,Island,0,20439751.03,114,16.134,15.636,15.3,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
115_2004,8.014166667,5.1075,75.83416667,0,2.7775,45.83333333,0.9725,0.2775,52.91666667,21.39,0.406666667,3.044166667,2004,-120.33518,34.01647,18,14.15,4,2.933699,Island,0,28469275.62,115,14.52,14.322,14.016,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,Yes,Yes,Test,Val,No,Yes
115_2008,7.221666667,2.776666667,92.77833333,0,4.166666667,18.88916667,6.39,0.833333333,73.8875,3.055,0,3.61,2008,-120.33518,34.01647,18,14.15,4,2.933699,Island,0,28469275.62,115,13.794,13.572,14.838,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,Yes,Test,Test,No,Yes
115_2011,9.445,15.55666667,78.05666667,5.833333333,5.8325,23.3325,1.389166667,0,75.27833333,10.27833333,0,0.555,2011,-120.33518,34.01647,18,14.15,4,2.933699,Island,0,28469275.62,115,13.986,13.218,14.19,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,Yes,Yes,Test,Test,No,Yes
1_2008,8.8725,14.515,41.1275,33.87,12.9025,41.935,4.035,0,54.0325,12.0975,0,1.6125,2008,-118.33215,33.71762,10.5,16.81,8,2.255984,Mainland,0,2146056.919,1,16.704,16.692,17.154,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
10_2011,39.22833333,10.52833333,87.77833333,2.5,5.2775,39.16583333,0,0,60.83416667,4.445,0,3.3525,2011,-120.12116,34.46804,14.3,15.59,0,2.412096,Mainland,8.842744,37664407.28,10,15.522,14.28,15.846,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Cal,Cal,No,No
10_2012,16.38916667,6.944166667,87.77833333,1.110833333,10.2775,57.2225,0.2775,0,42.5,0.833333333,15.55583333,2.776666667,2012,-120.12116,34.46804,14.3,15.59,0,2.412096,Mainland,8.842744,37664407.28,10,15.66,15.522,14.28,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Test,Yes,Yes
100_2012,1.61375,8.46875,79.03375,15.725,1.61375,0,15.32375,1.21,83.46625,3.63,0,0,2012,-118.57756,32.96762,25,16.62,6,4.00635,Island,0,7855530.877,100,16.824,16.224,15.51,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,No,Test,Test,No,No
101_2012,0.8075,23.385,66.13,12.095,0.8075,3.2275,10.4825,12.0975,74.1925,20.9675,0,0,2012,-118.49825,32.9364,12.6,17.61,3,12.162027,Island,0,1587813.64,101,17.982,17.19,16.974,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
102_2008,13.5025,2.395,66.5275,14.44583333,16.80416667,21.25,8.889166667,0.416666667,69.44416667,2.2225,0.550833333,1.3875,2008,-119.56949,34.05384,18.9,15.62,6,5.529875,Island,0,4283236.613,102,15.66,15.072,16.23,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,Yes,Test,Cal,No,No
102_2011,6.665833333,4.721666667,48.89,38.05416667,11.11083333,0.2775,15.6125,7.3275,76.78166667,1.944166667,0,1.665833333,2011,-119.56949,34.05384,18.9,15.62,6,5.529875,Island,0,4283236.613,102,14.922,14.91,15.618,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,Yes,Yes,Test,Test,No,Yes
102_2012,3.055833333,2.5,62.50083333,19.44333333,13.3325,0.2775,34.72333333,3.889166667,61.11083333,4.721666667,0,1.388333333,2012,-119.56949,34.05384,18.9,15.62,6,5.529875,Island,0,4283236.613,102,15.924,14.922,14.91,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,Yes,Test,Test,No,Yes
103_2004,4.031666667,4.043333333,55.27666667,22.22333333,12.2225,0.2775,10.55583333,1.5275,87.63916667,10.27833333,9.06,2.798333333,2004,-119.6029,34.04387,19.2,15.47,8,5.575708,Island,0,4283236.613,103,16.17,15.708,15.7625,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,Yes,Test,Test,No,Yes
103_2008,5.833333333,3.888333333,71.665,17.22166667,8.889166667,0.2775,21.11166667,8.055,70.55583333,2.221666667,0,1.666666667,2008,-119.6029,34.04387,19.2,15.47,8,5.575708,Island,0,4283236.613,103,15.132,14.97,15.654,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,Yes,Test,Val,No,Yes
103_2011,8.565833333,3.611666667,61.3875,34.7225,1.11,1.110833333,31.11,6.665833333,61.11166667,2.7775,0,0.2775,2011,-119.6029,34.04387,19.2,15.47,8,5.575708,Island,0,4283236.613,103,15.084,14.472,15.744,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,Yes,Test,Test,No,Yes
103_2012,5.278333333,3.054166667,76.38833333,16.66583333,3.888333333,0,25.83333333,6.665833333,67.50083333,3.055,0,0,2012,-119.6029,34.04387,19.2,15.47,8,5.575708,Island,0,4283236.613,103,15.54,15.084,14.472,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,Yes,Test,Test,No,Yes
104_2004,1.116666667,23.9475,54.30666667,5,1.6675,75.00333333,2.639166667,0,119.72,39.02833333,5.424166667,5.013333333,2004,-119.91427,34.05358,16.2,14.92,2,1.948709,Island,0,4758959.508,104,15.528,14.994,14.64,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Cal,Yes,No
104_2008,0.2775,9.166666667,73.055,8.888333333,6.110833333,14.44416667,10.27666667,2.5,72.7775,11.945,0,0,2008,-119.91427,34.05358,16.2,14.92,2,1.948709,Island,0,4758959.508,104,14.688,14.958,15.414,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Test,No,Yes
104_2011,3.3325,8.609166667,71.11083333,13.055,11.11166667,8.3325,8.889166667,8.889166667,73.89,4.721666667,0,1.665833333,2011,-119.91427,34.05358,16.2,14.92,2,1.948709,Island,0,4758959.508,104,14.592,13.758,15.06,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Test,Yes,Yes
104_2012,3.056666667,4.7225,91.11083333,5.276666667,2.776666667,6.388333333,4.445,1.944166667,87.2225,0.833333333,0,0.555833333,2012,-119.91427,34.05358,16.2,14.92,2,1.948709,Island,0,4758959.508,104,15.066,14.592,13.758,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Test,Yes,Yes
105_2004,0.416666667,5.05,82.9225,9.861666667,3.055833333,1.528333333,16.2475,11.05666667,71.16666667,4.16,8.175833333,1.250833333,2004,-119.82489,33.94833,22,15.65,0,6.947967,Island,0,567020.5683,105,16.392,15.708,15.516,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Test,Yes,Yes
105_2008,1.388333333,1.110833333,88.05583333,1.110833333,5.833333333,0,19.16583333,24.445,56.38916667,5.000833333,0,0,2008,-119.82489,33.94833,22,15.65,0,6.947967,Island,0,567020.5683,105,15.744,15.324,16.254,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Test,No,Yes
105_2011,5.2775,0.2775,85.27833333,8.333333333,5.833333333,1.388333333,14.99916667,20.2775,63.33333333,0.555833333,0,1.666666667,2011,-119.82489,33.94833,22,15.65,0,6.947967,Island,0,567020.5683,105,15.27,14.448,15.786,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Cal,Yes,No
105_2012,10.27666667,1.944166667,83.33416667,10.8325,3.055833333,1.944166667,16.11,11.11166667,70.83333333,2.7775,0,0.555,2012,-119.82489,33.94833,22,15.65,0,6.947967,Island,0,567020.5683,105,15.828,15.27,14.448,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Test,Yes,Yes
106_2004,7.088333333,7.658333333,59.58416667,22.22166667,5.695,7.7775,12.7775,6.665833333,72.77666667,12.5,13.045,1.546666667,2004,-119.82174,34.05645,16.8,15.21,2,12.954046,Island,0,13640826.26,106,15.828,15.426,15.06,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Test,Yes,Yes
106_2008,1.110833333,2.2225,73.88916667,13.055,5.555833333,2.499166667,23.05416667,28.055,46.38916667,7.499166667,0.2775,0.555,2008,-119.82174,34.05645,16.8,15.21,2,12.954046,Island,0,13640826.26,106,15.114,14.706,15.564,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Test,Test,Yes,Yes
106_2011,4.731666667,3.3425,67.71083333,18.08416667,7.2325,1.944166667,16.1125,14.44416667,67.5,6.9725,0,3.898333333,2011,-119.82174,34.05645,16.8,15.21,2,12.954046,Island,0,13640826.26,106,14.94,14.268,15.3,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Test,Yes,Yes
106_2012,2.778333333,5,75.2775,12.49916667,2.5,6.389166667,14.445,19.16666667,60,9.7225,0,1.944166667,2012,-119.82174,34.05645,16.8,15.21,2,12.954046,Island,0,13640826.26,106,15.228,14.94,14.268,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Val,Cal,Yes,No
107_2008,12.52833333,5.003333333,69.51416667,16.50916667,7.811666667,9.305833333,23.195,0.9725,66.5275,6.1625,0,5.608333333,2008,-119.53573,34.0434,16.8,15.6,6,23.969039,Island,0,4283236.613,107,15.246,15.318,16.146,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,No,Test,Test,No,No
108_2004,1.261666667,2.801666667,66.11083333,17.91666667,7.5,3.471666667,20.8325,9.166666667,66.52833333,8.473333333,0,1.135833333,2004,-119.87009,34.07297,18.3,15.02,2,22.616458,Island,0,13640826.26,108,15.594,15.174,14.706,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Cal,Yes,No
108_2008,1.388333333,1.110833333,87.50083333,3.888333333,5.554166667,0,26.11083333,29.16666667,44.7225,3.055,0,5.555,2008,-119.87009,34.07297,18.3,15.02,2,22.616458,Island,0,13640826.26,108,14.634,14.688,15.642,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Test,Test,Yes,Yes
108_2011,3.611666667,1.11,72.2225,17.2225,9.7225,3.055833333,20,39.99916667,36.94416667,0.833333333,0,4.166666667,2011,-119.87009,34.07297,18.3,15.02,2,22.616458,Island,0,13640826.26,108,14.694,14.034,15.246,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Cal,Test,No,Yes
108_2012,2.776666667,1.111666667,65,14.72166667,17.7775,6.110833333,22.50083333,18.61,52.7775,2.5,0,6.945,2012,-119.87009,34.07297,18.3,15.02,2,22.616458,Island,0,13640826.26,108,15.228,14.694,14.034,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Test,Yes,Yes
109_2004,12.5125,7.096666667,64.44333333,16.80666667,10.4175,2.915833333,22.36,11.94416667,62.7775,8.333333333,0.2975,5.603333333,2004,-119.69668,34.03166,17.1,15.52,2,17.748345,Island,0,13640826.26,109,16.002,15.834,15.456,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Cal,Yes,No
109_2008,11.66666667,5.890833333,60.08,13.33416667,17.42,7.776666667,23.8875,0.833333333,67.50083333,9.166666667,0.2775,6.398333333,2008,-119.69668,34.03166,17.1,15.52,2,17.748345,Island,0,13640826.26,109,15.204,14.952,15.762,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Test,Test,Yes,Yes
109_2011,2.776666667,4.991666667,54.53083333,25.92083333,6.436666667,0.833333333,15.555,21.66666667,61.945,13.1125,0,5,2011,-119.69668,34.03166,17.1,15.52,2,17.748345,Island,0,13640826.26,109,15.06,14.616,15.534,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Cal,Test,No,Yes
109_2012,12.77666667,3.8875,60.555,20.83333333,6.666666667,1.388333333,24.7225,19.44416667,54.445,11.94333333,0,7.220833333,2012,-119.69668,34.03166,17.1,15.52,2,17.748345,Island,0,13640826.26,109,15.672,15.06,14.616,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Test,Yes,Yes
11_2004,0,36.665,5,46.665,6.67,81.665,0,0,18.335,41.665,0,3.33,2004,-117.48751,33.2924,16.4,17.52,1,0.654564,Mainland,6.416346,3791578.299,11,18.336,17.466,17.382,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
11_2008,18.53666667,57.47833333,28.21166667,19.335,23.58666667,48.96,0,0,51.04,28.86833333,0,0,2008,-117.48751,33.2924,16.4,17.52,1,0.654564,Mainland,6.416346,3791578.299,11,16.836,17.664,17.838,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
110_2008,23.33666667,0.829166667,61.11,17.36083333,20.695,6.805833333,14.86166667,13.4725,64.86083333,0.834166667,0,0,2008,-119.57588,34.05098,15.9,15.52,7,6.202004,Island,0,4283236.613,110,15.444,15.168,16.11,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,No,Test,Test,No,No
111_2008,16.77833333,9.546666667,79.58333333,2.9175,8.333333333,5.833333333,21.38833333,9.444166667,63.33416667,9.1675,0,0.685,2008,-119.5253,34.03837,14.3,15.59,7,9.655286,Island,0,4283236.613,111,15.162,15.288,16.254,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,No,Test,Test,No,No
112_2004,4.0475,7.151666667,64.72333333,11.66666667,1.665833333,7.776666667,8.750833333,16.5275,66.945,21.945,4.166666667,11.535,2004,-119.55051,34.05032,20.4,15.62,6,4.686159,Island,0,4283236.613,112,16.104,15.6,15.58125,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,Yes,Test,Test,No,Yes
112_2008,1.481111111,12.22166667,65.55555556,18.51833333,1.481111111,8.519444444,16.65222222,29.05944444,45.76833333,14.44388889,0,1.295555556,2008,-119.55051,34.05032,20.4,15.62,6,4.686159,Island,0,4283236.613,112,15.738,15.276,16.044,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,Yes,Test,Cal,No,No
115_2012,2.220833333,7.5,95,2.221666667,1.666666667,12.50083333,6.944166667,5.278333333,75.2775,1.110833333,0,1.110833333,2012,-120.33518,34.01647,18,14.15,4,2.933699,Island,0,28469275.62,115,14.25,13.986,13.218,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,Yes,Test,Test,No,Yes
116_2004,4.585,4.029166667,79.58416667,6.388333333,7.3625,13.055,9.444166667,0,77.5,6.666666667,2.083333333,3.055,2004,-120.35042,34.05405,18.3,14.14,4,1.483746,Island,0,5879526.122,116,14.508,14.418,14.148,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,Yes,Yes,Test,Test,No,Yes
116_2008,5.8325,4.7225,87.7775,1.388333333,9.445,0.555833333,13.88916667,18.33333333,67.22333333,1.389166667,0,0.2775,2008,-120.35042,34.05405,18.3,14.14,4,1.483746,Island,0,5879526.122,116,14.16,13.668,14.586,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,Yes,Test,Test,No,Yes
116_2011,8.084166667,5.555833333,75.2775,15.555,5.555833333,16.11083333,1.111666667,4.445,78.3325,3.610833333,0,0.833333333,2011,-120.35042,34.05405,18.3,14.14,4,1.483746,Island,0,5879526.122,116,13.986,13.116,14.178,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,Yes,Yes,Test,Test,No,Yes
116_2012,4.166666667,5.555,72.7775,11.38916667,13.61,8.333333333,10.8325,6.110833333,74.7225,2.2225,0,1.110833333,2012,-120.35042,34.05405,18.3,14.14,4,1.483746,Island,0,5879526.122,116,14.256,13.986,13.116,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,Yes,Test,Cal,No,No
133_2012,1.388333333,5.833333333,81.39,5,7.7775,5.8325,9.7225,3.333333333,81.11083333,5.833333333,0,0.8325,2012,-120.10359,33.89726,20.4,15.13,6,2.505167,Island,0,30264869.92,133,15.708,14.658,13.806,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
134_2004,0,7.2225,45.5325,7.2175,30.04916667,63.61,9.721666667,4.721666667,21.945,17.19916667,0,4.7225,2004,-120.0677,33.90769,16.2,15.37,7,1.317311,Island,0,30264869.92,134,15.924,15.63,15.48,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
134_2008,7.619166667,25.56666667,76.5275,0,0.416666667,47.91666667,0.416666667,0,51.66666667,23.05666667,0,0,2008,-120.0677,33.90769,16.2,15.37,7,1.317311,Island,0,30264869.92,134,14.904,14.934,16.122,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
135_2008,14.43833333,26.655,56.1125,2.776666667,10.55666667,24.0275,1.389166667,0,74.58333333,30.55416667,0,1.519166667,2008,-120.01325,33.98455,18.6,14.61,3,1.139546,Island,0,0,135,14.28,14.244,14.778,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
136_2004,0.2775,0,35.2775,4.998333333,54.1675,80.555,0,0,19.445,5.555,0.2775,14.30416667,2004,-120.11136,34.03123,18.6,14.49,1,1.24551,Island,0,52837336.78,136,14.97,14.82,14.58,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
136_2008,3.610833333,0.833333333,90.41583333,1.25,7.5,33.05583333,0,0,66.94416667,0.833333333,0,0.2775,2008,-120.11136,34.03123,18.6,14.49,1,1.24551,Island,0,52837336.78,136,13.812,14.148,15.006,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
137_2008,0.555833333,13.89916667,74.44416667,0,0,15.00083333,5.833333333,1.665833333,77.50083333,25.55583333,0,0,2008,-120.12148,33.89344,18.3,15.05,6,5.7086,Island,0,30264869.92,137,14.706,14.79,15.564,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
137_2011,0,10.2775,87.7775,1.388333333,0.555833333,11.39,15,1.110833333,72.49916667,10.27833333,0,0.2775,2011,-120.12148,33.89344,18.3,15.05,6,5.7086,Island,0,30264869.92,137,14.682,14.154,15.174,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
137_2012,0.2775,12.5,85.2775,0,0,11.94416667,7.221666667,6.388333333,74.44333333,14.7225,0,0.555,2012,-120.12148,33.89344,18.3,15.05,6,5.7086,Island,0,30264869.92,137,15.276,14.682,14.154,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
138_2012,4.84,13.44,88.17333333,1.615,6.453333333,18.81833333,3.226666667,0,77.95666667,3.763333333,8.065,1.075,2012,-117.30134,33.03574,17.7,17.68,5,2.7355,Mainland,6.416346,14481615.69,138,17.886,17.088,16.71,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
139_2012,1.613333333,6.99,87.63333333,1.076666667,2.69,16.665,18.28,6.99,58.06666667,8.603333333,0,2.151666667,2012,-118.41655,33.75144,15.2,16.79,14,3.503705,Mainland,0,6682109.511,139,16.878,16.506,15.582,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
14_2011,2.69,4.3,72.04333333,9.14,8.601666667,43.01,8.601666667,1.075,47.31333333,10.21333333,2.688333333,9.14,2011,-118.35317,33.72465,14,16.79,15,3.415384,Mainland,0,2146056.919,14,16.41,15.468,17.136,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
14_2012,3.226666667,16.13,80.10666667,6.451666667,4.838333333,11.29,12.90333333,0.538333333,75.26833333,8.601666667,0,2.688333333,2012,-118.35317,33.72465,14,16.79,15,3.415384,Mainland,0,2146056.919,14,16.842,16.41,15.468,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
140_2008,17.20333333,4.838333333,48.92333333,28.495,17.74333333,44.085,2.688333333,0,53.22666667,4.838333333,0,1.613333333,2008,-118.32486,33.71531,17.7,16.77,8,2.097026,Mainland,0,2146056.919,140,16.806,16.692,17.076,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
