SampleID,bare_rock,bare_sand,bedrock,boulder,cobble,Relief_0_pt1,Relief_1_2,Relief_greater2,Relief_pt1_1,sand,sediment,shell_hash,Year,Longitude,Latitude,DeepestSurvey,MeanSST,NumbNearSites,Slope,Island_Mainland,LittoralDrift,ReefAreaRevised,SiteCode,SST,SST1,SST2,ENSO,ENSO1,ENSO2,settlement1,settlement2,ref_1980,ref_10yr,ref_5yr,calval_1980,calval_5yr,ref_notrain_1980,ref_notrain_5yr
140_2011,2.69,8.063333333,39.24833333,19.355,6.99,9.676666667,9.141666667,5.376666667,75.805,34.40833333,0,2.151666667,2011,-118.32486,33.71531,17.7,16.77,8,2.097026,Mainland,0,2146056.919,140,16.296,15.396,17.31,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
140_2012,6.988333333,6.453333333,86.55833333,5.375,8.065,3.226666667,3.225,1.075,92.47333333,0,0,0,2012,-118.32486,33.71531,17.7,16.77,8,2.097026,Mainland,0,2146056.919,140,16.632,16.296,15.396,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
15_2011,13.71,10.485,75.805,16.13,0.8075,37.905,3.2275,0,58.8675,7.2575,0,2.42,2011,-117.24424,32.66371,15,16.86,3,1.278192,Mainland,4.992243,22964350.7,15,16.014,16.068,17.004,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
15_2012,19.35333333,1.613333333,72.58,6.988333333,16.13,2.151666667,6.99,0,90.86,4.301666667,0,0,2012,-117.24424,32.66371,15,16.86,3,1.278192,Mainland,4.992243,22964350.7,15,16.92,16.014,16.068,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
16_2004,0.833333333,35,41.66583333,5.2775,18.3325,81.1125,2.7775,0.2775,15.8325,34.72333333,0.2775,0.833333333,2004,-117.27813,32.9954,18,17.68,4,1.616675,Mainland,6.416346,14481615.69,16,18.312,17.658,17.352,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
17_2004,1.388333333,16.11083333,63.61166667,0,8.333333333,85.27833333,0,0,14.72166667,28.055,0,1.666666667,2004,-117.33693,33.12792,16.5,17.62,2,2.097486,Mainland,6.416346,5062105.693,17,18.366,17.892,17.094,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
18_2008,0,41.935,0,16.13,25.805,90.325,0,0,9.675,58.06,3.225,6.455,2008,-119.60512,34.41762,5.4,15.72,2,1.337092,Mainland,8.842744,4722470.55,18,15.672,15.348,15.846,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
19_2011,0.538333333,36.02166667,66.13,6.451666667,1.613333333,66.66833333,3.226666667,0.538333333,29.56833333,25.80666667,0,0,2011,-117.27829,32.85167,16.5,17.75,3,2.361812,Mainland,6.416346,11365196.24,19,17.04,17.214,18.066,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Test,Yes,Yes
19_2012,3.226666667,15.59333333,56.98833333,27.42,7.525,4.301666667,1.613333333,0,94.085,8.065,0,2.15,2012,-117.27829,32.85167,16.5,17.75,3,2.361812,Mainland,6.416346,11365196.24,19,17.814,17.04,17.214,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Cal,Cal,No,No
2_2011,8.065,3.2275,88.7075,9.6775,1.615,4.0325,15.3225,9.6775,70.97,0,0,0,2011,-118.38789,33.73922,9.5,16.84,15,5.317345,Mainland,0,6682109.511,2,16.362,15.186,17.298,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
2_2012,7.2575,25,68.55,2.42,3.2275,40.325,12.9025,1.6125,45.1625,25.8075,2.42,2.42,2012,-118.38789,33.73922,9.5,16.84,15,5.317345,Mainland,0,6682109.511,2,16.782,16.362,15.186,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
20_2004,26.80583333,6.250833333,60.9725,2.9175,21.52916667,55.4175,0.139166667,0,44.44416667,14.58333333,8.194166667,1.113333333,2004,-120.41927,34.44435,18.6,14.79,2,2.06406,Mainland,8.842744,37664407.28,20,15.744,15.168,14.754,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
20_2008,48.8875,6.666666667,75.555,0,18.055,75.83583333,0,0,24.16416667,6.388333333,0,0,2008,-120.41927,34.44435,18.6,14.79,2,2.06406,Mainland,8.842744,37664407.28,20,14.586,14.592,14.922,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
20_2011,35.55583333,4.999166667,81.945,2.498333333,15.2775,47.89666667,0,0,52.10333333,0.2775,0.555833333,1.388333333,2011,-120.41927,34.44435,18.6,14.79,2,2.06406,Mainland,8.842744,37664407.28,20,14.214,13.5,14.946,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
20_2012,26.9425,8.333333333,68.055,3.055,25.83333333,58.055,0,0,41.945,3.055,0,3.610833333,2012,-120.41927,34.44435,18.6,14.79,2,2.06406,Mainland,8.842744,37664407.28,20,14.772,14.214,13.5,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
21_2008,0.8625,32.4575,54.635,1.64,1.64,81.22,3.3975,0,15.38,42.0875,0,0,2008,-117.8377,33.56275,17,17.22,3,3.745714,Mainland,1.123966,546265.0035,21,16.974,17.214,17.352,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
21_2011,8.065,22.57833333,73.65666667,3.228333333,10.75333333,26.34333333,13.97833333,4.301666667,55.37666667,12.365,0,3.226666667,2011,-117.8377,33.56275,17,17.22,3,3.745714,Mainland,1.123966,546265.0035,21,16.878,15.846,17.346,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
21_2012,1.076666667,13.44166667,81.18333333,10.215,0,1.075,14.51666667,2.688333333,81.72,8.601666667,0,2.153333333,2012,-117.8377,33.56275,17,17.22,3,3.745714,Mainland,1.123966,546265.0035,21,17.376,16.878,15.846,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
22_2004,1.944166667,34.7225,36.11166667,19.44416667,12.50083333,75.9725,1.666666667,0,22.36083333,31.945,0,1.944166667,2004,-117.72145,33.4616,18.9,17.37,1,1.740954,Mainland,1.123966,3558876.31,22,18.138,17.58,17.046,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
22_2011,5.645,22.58,37.9025,21.775,17.7425,20.9675,16.9375,1.6125,60.485,22.5825,1.6125,0,2011,-117.72145,33.4616,18.9,17.37,1,1.740954,Mainland,1.123966,3558876.31,22,16.77,16.212,17.586,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
22_2012,9.141666667,16.12666667,75.27,7.528333333,13.97833333,2.15,13.97833333,0,83.87166667,3.226666667,0,0,2012,-117.72145,33.4616,18.9,17.37,1,1.740954,Mainland,1.123966,3558876.31,22,17.406,16.77,16.212,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
23_2008,0,5.6475,64.515,17.74,4.0325,90.32,0,0,9.68,13.7075,0,10.485,2008,-118.9592,34.04522,15,15.81,3,2.165112,Mainland,6.537561,1630245.686,23,15.654,15.384,16.326,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Test,No,Yes
23_2011,5.555,5.555,81.66666667,11.11,0.555,2.776666667,15,5,77.22166667,6.666666667,0,0.555,2011,-118.9592,34.04522,15,15.81,3,2.165112,Mainland,6.537561,1630245.686,23,15.036,14.88,15.996,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Test,Yes,Yes
23_2012,0,21.11166667,69.445,2.223333333,1.111666667,3.888333333,4.445,10,81.66833333,27.22166667,0,1.111666667,2012,-118.9592,34.04522,15,15.81,3,2.165112,Mainland,6.537561,1630245.686,23,15.972,15.036,14.88,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Cal,Yes,No
24_2011,1.11,10.55333333,52.77833333,32.22166667,0.555,16.11166667,3.333333333,0,80.55333333,14.445,0,2.221666667,2011,-118.87098,34.03505,12.8,16.13,6,2.690709,Mainland,6.537561,3627538.126,24,15.738,14.976,16.284,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Cal,Test,No,Yes
24_2012,2.221666667,19.44333333,76.11333333,7.221666667,0,3.888333333,5,0,91.11166667,16.665,0,0,2012,-118.87098,34.03505,12.8,16.13,6,2.690709,Mainland,6.537561,3627538.126,24,16.2,15.738,14.976,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Test,Cal,Yes,No
25_2004,2.499166667,16.94416667,64.16666667,11.38916667,8.333333333,75.27666667,1.666666667,0.555833333,22.5,16.11166667,0,0.2775,2004,-117.29655,33.03408,18.9,17.67,5,2.512541,Mainland,6.416346,14481615.69,25,18.264,17.67,17.322,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
26_2008,4.84,4.0325,20.16,13.71,26.615,32.26,0,0,67.74,39.52,12.095,9.6775,2008,-118.77356,34.02029,10.8,16.29,4,1.830385,Mainland,6.537561,605988.5549,26,16.218,15.996,16.818,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
27_2008,8.605,25.80666667,0.538333333,31.72,39.78666667,51.61333333,0.538333333,0,47.85,27.95833333,0,0.538333333,2008,-118.40779,33.80147,16,16.97,12,2.224938,Mainland,6.537561,6682109.511,27,16.758,16.974,17.388,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
28_2011,6.8675,3.28,64.13875,17.90375,8.92375,15.41625,8.46875,2.01625,74.1,9.0325,2.86375,2.03,2011,-118.41657,33.74662,26,16.8,14,4.108858,Mainland,0,6682109.511,28,16.5,15.516,17.082,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
28_2012,1.61375,5.64625,76.21,11.29,5.2425,20.16125,10.08125,6.855,62.90375,7.25875,1.21,2.0175,2012,-118.41657,33.74662,26,16.8,14,4.108858,Mainland,0,6682109.511,28,16.776,16.5,15.516,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
29_2008,0,15.24833333,41.13166667,15.49833333,4.713333333,69.51833333,1.705,0,28.775,38.66166667,0,0,2008,-117.79189,33.54039,16,17.43,3,3.915797,Mainland,1.123966,1050653.913,29,17.034,17.352,17.508,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,No,Yes,Cal,Cal,No,No
29_2012,3.765,7.528333333,65.59166667,15.055,11.82833333,0.538333333,12.905,6.451666667,80.10666667,7.526666667,0,3.228333333,2012,-117.79189,33.54039,16,17.43,3,3.915797,Mainland,1.123966,1050653.913,29,17.598,17.1,16.062,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,No,Yes,Test,Test,Yes,Yes
3_2008,16.06083333,7.5225,87.7775,1.250833333,3.888333333,11.96,7.084166667,0,80.95583333,7.084166667,0,0.278333333,2008,-119.4241,34.0035,16.8,15.94,6,8.00005,Island,0,1541980.247,3,16.158,15.54,16.344,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
30_2008,0,0,33.875,53.225,12.905,19.355,4.84,0,75.805,0,0,3.23,2008,-118.2136,33.6722,23,16.67,2,0.204216,Mainland,12.661392,11310181.91,30,16.548,16.368,17.142,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
31_2008,9.68,3.225,40.32,19.35,37.095,43.55,16.13,12.905,27.42,3.225,0,1.615,2008,-118.22238,33.67538,23,16.66,2,0.285668,Mainland,12.661392,11310181.91,31,16.482,16.296,17.19,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
32_2011,18.2625,4.139166667,68.33333333,20.83416667,7.2225,18.055,1.944166667,0,80.00083333,3.610833333,0,2.759166667,2011,-119.55003,34.39166,13.8,15.83,1,1.160599,Mainland,8.842744,1971709.302,32,15.924,15.114,16.002,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
32_2012,14.16583333,5.833333333,46.38833333,27.2225,22.22166667,12.22166667,5,0,82.77833333,4.165833333,3.889166667,5,2012,-119.55003,34.39166,13.8,15.83,1,1.160599,Mainland,8.842744,1971709.302,32,16.14,15.924,15.114,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
33_2011,30.6725,5.779166667,75.83416667,4.720833333,17.77833333,31.66666667,1.110833333,0,67.22166667,1.666666667,0,3.315,2011,-119.86915,34.40401,14.6,15.6,1,2.523415,Mainland,8.842744,2272676.7,33,15.33,14.436,15.726,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,Yes,Yes,Test,Val,Yes,Yes
33_2012,20.00083333,2.5,56.11166667,18.89,23.61166667,30.83333333,6.666666667,0.2775,62.22166667,1.389166667,6.389166667,2.499166667,2012,-119.86915,34.40401,14.6,15.6,1,2.523415,Mainland,8.842744,2272676.7,33,15.738,15.33,14.436,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Val,Test,Yes,Yes
34_2004,13.15333333,9.580833333,77.22166667,1.388333333,7.64,27.91583333,0.416666667,0,71.6675,13.74916667,0.834166667,0.139166667,2004,-120.49526,34.48539,21.1,14.16,1,2.14743,Mainland,8.842744,0,34,14.76,14.532,14.13,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
34_2008,13.05666667,25,60.83416667,1.389166667,7.7775,67.5,0,0,32.5,30,0,0,2008,-120.49526,34.48539,21.1,14.16,1,2.14743,Mainland,8.842744,0,34,13.17,13.782,14.61,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
34_2011,21.38916667,6.943333333,80.2775,1.110833333,13.61083333,41.3875,5.2775,0,53.335,4.999166667,0,0.555,2011,-120.49526,34.48539,21.1,14.16,1,2.14743,Mainland,8.842744,0,34,13.932,12.858,14.568,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
117_2004,3.54125,3.33375,77.499375,8.541875,8.021875,7.16375,11.145,10.803125,70.886875,5.936875,0.105625,3.328125,2004,-120.35069,34.05986,15.9,14.13,4,2.604371,Island,0,5879526.122,117,14.508,14.418,14.136,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,Yes,Yes,Test,Test,No,Yes
117_2008,6.3975,3.630833333,92.5,2.778333333,2.221666667,0.2775,19.58416667,13.055,67.08333333,2.5,0,1.388333333,2008,-120.35069,34.05986,15.9,14.13,4,2.604371,Island,0,5879526.122,117,14.058,13.668,14.586,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,Yes,Test,Test,No,Yes
117_2011,4.999166667,0,77.7775,14.44416667,7.221666667,0.2775,12.77833333,5.555,81.38916667,0.555833333,0,1.110833333,2011,-120.35069,34.05986,15.9,14.13,4,2.604371,Island,0,5879526.122,117,13.992,13.122,14.178,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,Yes,Yes,Test,Cal,No,No
117_2012,1.111666667,0.555,77.2225,16.94416667,5.555,1.943333333,22.50083333,9.721666667,65.83416667,0.2775,0,2.221666667,2012,-120.35069,34.05986,15.9,14.13,4,2.604371,Island,0,5879526.122,117,14.256,13.992,13.122,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,Yes,Test,Test,No,Yes
118_2004,4.860833333,2.2225,79.72333333,9.305833333,4.723333333,5.693333333,7.360833333,0.139166667,86.80666667,6.25,0.833333333,2.0825,2004,-120.40928,34.02714,17.4,13.81,4,2.71031,Island,0,28469275.62,118,14.118,14.37,13.914,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,Yes,Yes,Test,Cal,No,No
118_2008,2.5,0.833333333,92.50083333,1.665833333,4.7225,0.2775,18.61166667,3.889166667,77.22166667,1.110833333,0,1.110833333,2008,-120.40928,34.02714,17.4,13.81,4,2.71031,Island,0,28469275.62,118,13.086,13.506,14.64,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,Yes,Yes,Test,Test,No,Yes
118_2011,4.9825,3.055,74.44416667,15.83333333,8.055833333,1.944166667,10,6.389166667,81.6675,1.666666667,0,0.2775,2011,-120.40928,34.02714,17.4,13.81,4,2.71031,Island,0,28469275.62,118,13.722,12.642,13.944,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,Yes,Yes,Test,Test,No,Yes
118_2012,3.61,1.388333333,78.33416667,6.11,12.7775,0,14.1675,13.61166667,72.2225,2.778333333,0,0,2012,-120.40928,34.02714,17.4,13.81,4,2.71031,Island,0,28469275.62,118,13.86,13.722,12.642,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,Yes,Yes,Test,Test,No,Yes
119_2008,0.8075,4.0325,93.55,1.6125,0,7.2575,17.7425,5.645,69.355,4.8375,0,0,2008,-119.50782,33.22,9,15.27,4,2.381498,Island,0,28642151.27,119,14.67,14.808,15.702,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Val,No,Yes
12_2008,0,19.355,75.805,1.615,0,0,0,0,100,22.58,0,1.615,2008,-118.60776,34.03536,6.7,16.71,1,1.720243,Mainland,6.537561,0,12,16.596,16.626,17.058,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Cal,No,No
120_2008,0,0,66.66666667,33.33333333,0,0,6.99,91.39666667,1.613333333,0,0,1.613333333,2008,-119.69495,33.36237,30.4,14.94,0,2.4,Island,0,62444.61841,120,14.4,14.79,15.348,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
120_2012,1.075,0,99.46166667,0.538333333,0,0,5.376666667,92.47333333,2.15,0,0,0.538333333,2012,-119.69495,33.36237,30.4,14.94,0,2.4,Island,0,62444.61841,120,15.204,14.76,13.884,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
121_2012,10.485,0,83.8725,8.4675,7.66125,0.40375,20.9675,0.80625,77.82375,0,0,0.40375,2012,-119.60693,33.276,23.5,14.98,1,0.446149,Island,0,28642151.27,121,15.144,14.646,13.794,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,Yes,Yes,Yes,Cal,Cal,No,No
122_2008,0.8075,2.42,94.355,2.42,0,40.3225,4.0325,0,55.6475,3.225,0,0,2008,-119.58617,33.25027,14.2,14.87,2,1.157051,Island,0,28642151.27,122,14.016,14.616,15.51,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Val,Cal,Yes,No
123_2008,0.8075,4.84,64.515,4.0325,3.2275,69.355,6.4525,1.6125,22.5825,28.2275,0,8.065,2008,-119.48368,33.21563,17.8,15.43,3,2.595618,Island,0,28642151.27,123,14.982,14.988,15.906,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
124_2004,0.555,2.008333333,98.89,0,0,6.666666667,12.22333333,0.555,80.555,1.11,0,0.538333333,2004,-119.43422,33.21965,13.7,15.38,3,1.098602,Island,0,28642151.27,124,15.51,15.366,15.60625,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
124_2008,0,5.725,82.015,4.1125,0,69.62,1.6675,0,28.7125,13.8725,0,2.475,2008,-119.43422,33.21965,13.7,15.38,3,1.098602,Island,0,28642151.27,124,14.988,15.21,15.744,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
125_2004,0.555833333,16.55083333,75.27833333,7.7775,0.2775,49.1675,16.11166667,3.333333333,31.38916667,16.66666667,0,0,2004,-119.46856,33.21282,15,15.5,3,3.77379,Island,0,28642151.27,125,15.762,15.498,15.64375,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
126_2011,6.99,19.89166667,97.84833333,0,1.613333333,38.71166667,0,0,61.28833333,0.538333333,0.538333333,1.076666667,2011,-117.32315,33.09845,13,17.65,5,1.801543,Mainland,6.416346,14481615.69,126,17.16,16.758,17.676,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,Yes,No,No,Cal,Test,No,No
127_2004,3.75,15.4175,32.5,14.58375,25.41625,66.25,2.5,0,31.25,27.5,0,1.25,2004,-117.28372,32.81593,26.4,17.38,3,1.021712,Mainland,4.992243,11365196.24,127,18.156,17.538,17.046,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
127_2011,2.01625,22.58125,69.35625,12.09875,1.61375,72.98375,1.21,0.40375,25.4025,16.935,0,5.645,2011,-117.28372,32.81593,26.4,17.38,3,1.021712,Mainland,4.992243,11365196.24,127,16.806,16.284,17.766,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,No,Test,Test,No,No
127_2012,2.8225,16.12875,72.98375,15.72625,9.275,19.7575,1.21125,0,79.03125,2.01625,0,0.40375,2012,-117.28372,32.81593,26.4,17.38,3,1.021712,Mainland,4.992243,11365196.24,127,17.526,16.806,16.284,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,No,Test,Test,No,No
128_2004,0.2775,0,65.555,4.721666667,28.05583333,60.55666667,10.55666667,0.2775,28.61083333,1.666666667,0,0.983333333,2004,-120.04733,34.04058,20.4,14.42,2,1.473839,Island,0,52837336.78,128,14.778,14.724,14.076,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
128_2008,5.286666667,4.305833333,90.2775,1.25,4.165833333,35.41666667,1.249166667,0,63.33333333,4.305833333,0,0,2008,-120.04733,34.04058,20.4,14.42,2,1.473839,Island,0,52837336.78,128,14.49,13.98,14.82,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
129_2004,11.94916667,1.94,78.05666667,11.11083333,9.721666667,57.2225,1.389166667,0,41.38916667,1.11,0,4.1475,2004,-120.2119,33.9539,19.2,14.54,3,1.359296,Island,0,30264869.92,129,15.264,14.646,14.394,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Test,Cal,Yes,No
129_2008,6.929166667,0.9725,80.00083333,10.695,8.333333333,13.61083333,7.2225,3.611666667,75.55666667,0.9725,0,0,2008,-120.2119,33.9539,19.2,14.54,3,1.359296,Island,0,30264869.92,129,13.776,14.466,15.348,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Cal,Test,No,Yes
13_2011,45,7.221666667,77.77666667,2.221666667,18.89,70.55333333,0,0,29.44666667,1.111666667,0.555,4.998333333,2011,-120.3317,34.45683,13.8,15.17,1,2.081135,Mainland,8.842744,37664407.28,13,14.448,14.694,15.342,-0.92675,-0.43375,0.39075,162.1459364,152.6976326,No,No,Yes,Test,Cal,No,No
13_2012,35.555,6.11,68.335,3.888333333,27.77666667,56.11,0,0,43.89,0,0,9.998333333,2012,-120.3317,34.45683,13.8,15.17,1,2.081135,Mainland,8.842744,37664407.28,13,15.036,14.448,14.694,0.142833333,-0.92675,-0.43375,91.05772947,162.1459364,No,No,Yes,Test,Test,No,Yes
130_2004,2.778333333,18.93916667,41.38833333,12.77666667,20.2775,54.72083333,18.61083333,0.555833333,26.11166667,25.555,0,2.7975,2004,-120.13751,33.9007,17.6,14.88,7,4.488665,Island,0,30264869.92,130,15.624,15.012,14.868,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,No,No,No,Test,Test,No,No
130_2008,1.110833333,6.388333333,88.61083333,0.8325,0.833333333,7.778333333,23.3325,1.945,66.945,9.7225,0,0,2008,-120.13751,33.9007,17.6,14.88,7,4.488665,Island,0,30264869.92,130,14.994,14.328,15.324,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,No,No,No,Test,Test,No,No
131_2004,7.5,1.110833333,28.61166667,30.27916667,28.88833333,55,6.666666667,0.2775,38.05583333,12.22083333,0,15.01333333,2004,-120.19083,33.92908,22,14.53,6,1.781591,Island,0,30264869.92,131,15.21,14.736,14.4,0.40775,0.448333333,0.577166667,202.4952452,596.8257782,Yes,Yes,Yes,Val,Test,Yes,Yes
131_2008,5.2775,5.565,87.22333333,3.055833333,5.833333333,0.2775,6.388333333,0.555833333,92.77833333,3.888333333,0,0,2008,-120.19083,33.92908,22,14.53,6,1.781591,Island,0,30264869.92,131,13.38,14.61,15.234,-0.686166667,-0.34275,0.301166667,465.6675193,510.6418485,Yes,Yes,Yes,Test,Test,Yes,Yes
